candidate_id	candidate	references	source_file_count	likely_structural	sample_locations
vfx-workflow	VFX workflow	1	1	no	pages/Quad (image resolution multiple).md:13
vibration-isolation	Vibration Isolation	1	1	no	pages/Gyro Stabilizer.md:10
video-assist-on-set-playback	Video assist (on-set playback)	1	1	no	pages/Dictionary — V.md:18
video-cassette-vhs	Video Cassette (VHS)	1	1	no	pages/Laserdisc (video format).md:11
video-codec	Video codec	1	1	no	pages/Dictionary — V.md:19
video-compression	Video compression	1	1	no	pages/Dictionary — V.md:20
video-file	Video file	1	1	no	pages/Quicktime (media format).md:7
video-formats	Video formats	1	1	no	pages/Upconverter (signal processing).md:18
video-standard	Video standard	1	1	no	pages/Rate (frame rate).md:7
video-village-set-monitor-area	Video village (set monitor area)	1	1	no	pages/Dictionary — V.md:22
viewfinder	Viewfinder	1	1	no	pages/Dictionary — V.md:23
viewing-angle	Viewing angle	1	1	no	pages/Dictionary — V.md:24
vignetting-lens-shading	Vignetting (lens shading)	1	1	no	pages/Dictionary — V.md:25
violence-staged-action-film-rating	Violence (staged action, film rating)	1	1	no	pages/Dictionary — V.md:26
virtual-camera-cgi	Virtual camera (CGI)	1	1	no	pages/Dictionary — V.md:27
virtual-puppeteering	Virtual Puppeteering	1	1	no	pages/Haptic Feedback (Animation Controls).md:10
virtual-set-vfx	Virtual set (VFX)	1	1	no	pages/Dictionary — V.md:29
visual	Visual	1	1	no	pages/Audiovisual.md:6
visual-continuity	Visual continuity	1	1	no	pages/Narrative continuity.md:6
visual-development-concept-art	Visual development (concept art)	1	1	no	pages/Dictionary — V.md:30
visual-effect-vfx	Visual effect (VFX)	1	1	no	pages/Dictionary — V.md:31
visual-effects	Visual effects	1	1	no	pages/Practical effect.md:13
visual-identity	Visual Identity	1	1	no	pages/Key art (marketing imagery).md:12
visual-metaphor-storytelling	Visual metaphor (storytelling)	1	1	no	pages/Dictionary — V.md:32
visual-noise-image-clutter	Visual noise (image clutter)	1	1	no	pages/Dictionary — V.md:33
visual-reference	Visual reference	1	1	no	pages/Quotation (intertextual reference).md:7
visual-rhythm	Visual rhythm	1	1	no	pages/Repetition (design principle).md:7
visual-rhythm-editing-animation	Visual rhythm (editing/animation)	1	1	no	pages/Dictionary — V.md:34
visual-style	Visual style	1	1	no	pages/Dictionary — V.md:36
voice-acting	Voice acting	1	1	no	pages/Dictionary — V.md:37
voiceover-vo	Voiceover (VO)	1	1	no	pages/Dictionary — V.md:38
volume-3d-space-in-composition	Volume (3D space in composition)	1	1	no	pages/Dictionary — V.md:39
volume-light-cgi-fog-effect	Volume light (CGI/fog effect)	1	1	no	pages/Dictionary — V.md:40
volumetric-capture	Volumetric capture	1	1	no	pages/Dictionary — V.md:41
volumetric-lighting	Volumetric lighting	1	1	no	pages/Dictionary — V.md:42
vox-pop-interview-footage	Vox pop (interview footage)	1	1	no	pages/Dictionary — V.md:43
vr-virtual-reality	VR (virtual reality)	1	1	no	pages/Dictionary — V.md:44
vr-headset	VR headset	1	1	no	pages/Dictionary — V.md:45
vr180-stereo-video	VR180 (stereo video)	1	1	no	pages/Dictionary — V.md:46
vr360-immersive-video	VR360 (immersive video)	1	1	no	pages/Dictionary — V.md:47
vtr-video-tape-recorder-legacy	VTR (video tape recorder, legacy)	1	1	no	pages/Dictionary — V.md:48
vu-meter-audio-level	VU meter (audio level)	1	1	no	pages/Dictionary — V.md:49
walk-cycle-animation-principle	Walk cycle (animation principle)	1	1	no	pages/Dictionary — W.md:1
wall-spreader-grip-rigging	Wall spreader (grip rigging)	1	1	no	pages/Dictionary — W.md:2
wardrobe	Wardrobe	1	1	no	pages/Quick change (costume___prop).md:13
wardrobe-costume-department	Wardrobe (costume department)	1	1	no	pages/Dictionary — W.md:3
wardrobe-supervisor	Wardrobe supervisor	1	1	no	pages/Quartermaster (prop___wardrobe role, historical).md:13
wardrobe-test-costume-fitting	Wardrobe test (costume fitting)	1	1	no	pages/Dictionary — W.md:49
warm-light-color-temperature	Warm light (color temperature)	1	1	no	pages/Dictionary — W.md:4
warm-cool-contrast-lighting-design	Warm/cool contrast (lighting design)	1	1	no	pages/Dictionary — W.md:50
wash-broad-light	Wash (broad light)	1	1	no	pages/Dictionary — W.md:5
waste-footage-unused-takes	Waste footage (unused takes)	1	1	no	pages/Dictionary — W.md:6
watchthrough-review-screening	Watchthrough (review screening)	1	1	no	pages/Dictionary — W.md:7
water-effects	Water effects	1	1	no	pages/Refraction (lens effect).md:7
wavelength-color-science	Wavelength (color science)	1	1	no	pages/Dictionary — W.md:10
wavetable-sound-design	Wavetable (sound design)	1	1	no	pages/Dictionary — W.md:9
wax-model-puppet-material	Wax (model/puppet material)	1	1	no	pages/Dictionary — W.md:11
weathering-set-prop-aging	Weathering (set/prop aging)	1	1	no	pages/Dictionary — W.md:12
web-series	Web series	1	1	no	pages/Dictionary — W.md:13
wedge-test-lighting-exposure-test	Wedge test (lighting/exposure test)	1	1	no	pages/Dictionary — W.md:47
weight-shift-puppet-animation	Weight shift (puppet animation)	1	1	no	pages/Dictionary — W.md:14
wet-gate-film-scanning	Wet gate (film scanning)	1	1	no	pages/Dictionary — W.md:15
whip-pan-fast-pan-move	Whip pan (fast pan move)	1	1	no	pages/Dictionary — W.md:16
whip-zoom	Whip zoom	1	1	no	pages/Dictionary — W.md:17
whisper-track-low-level-audio	Whisper track (low-level audio)	1	1	no	pages/Dictionary — W.md:48
white-card-lighting-reference	White card (lighting reference)	1	1	no	pages/Dictionary — W.md:19
white-clip-signal-limit	White clip (signal limit)	1	1	no	pages/Dictionary — W.md:20
white-noise-audio	White noise (audio)	1	1	no	pages/Dictionary — W.md:21
wide-dynamic-range-wdr	Wide dynamic range (WDR)	1	1	no	pages/Dictionary — W.md:51
wide-shot-ws	Wide shot (WS)	1	1	no	pages/Dictionary — W.md:23
widescreen	Widescreen	1	1	no	pages/Dictionary — W.md:24
wiki-philosophy	Wiki Philosophy	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:49
wild-track-audio-recording	Wild track (audio recording)	1	1	no	pages/Dictionary — W.md:25
wind-machine-fx	Wind machine (FX)	1	1	no	pages/Dictionary — W.md:26
wind-up-camera-bolex-style	Wind-up camera (Bolex style)	1	1	no	pages/Dictionary — W.md:27
wipe-transition	Wipe Transition	1	1	no	pages/Hyperspace Wipe (Transition Effect).md:10
wire-removal	Wire removal	1	1	no	pages/Pole rig (puppet support).md:13
wire-removal-vfx	Wire removal (VFX)	1	1	no	pages/Dictionary — W.md:28
wire-rig-puppet-support	Wire rig (puppet support)	1	1	no	pages/Dictionary — W.md:29
wireless-microphone	Wireless microphone	1	1	no	pages/Radio mic.md:7
witness-camera-motion-control-reference	Witness camera (motion control reference)	1	1	no	pages/Dictionary — W.md:30
wobble-camera-shake-effect	Wobble (camera shake effect)	1	1	no	pages/Dictionary — W.md:31
workflow-production-pipeline	Workflow (production pipeline)	1	1	no	pages/Dictionary — W.md:33
working-print-film-editing	Working print (film editing)	1	1	no	pages/Dictionary — W.md:32
workprint-animation-film	Workprint (animation/film)	1	1	no	pages/Dictionary — W.md:34
workspace-editing-software	Workspace (editing software)	1	1	no	pages/Dictionary — W.md:35
wrap-end-of-shoot-call	Wrap (end of shoot call)	1	1	no	pages/Dictionary — W.md:36
wrap-party	Wrap party	1	1	no	pages/Dictionary — W.md:37
wraparound-set-design	Wraparound (set design)	1	1	no	pages/Dictionary — W.md:38
wreckage-set-miniature-effect	Wreckage set (miniature effect)	1	1	no	pages/Dictionary — W.md:39
wrist-joint-armature	Wrist joint (armature)	1	1	no	pages/Dictionary — W.md:40
write-on-animation-effect	Write-on (animation effect)	1	1	no	pages/Dictionary — W.md:41
writer-s-block-creative-process	Writer’s block (creative process)	1	1	no	pages/Dictionary — W.md:42
writing-room-script-development	Writing room (script development)	1	1	no	pages/Dictionary — W.md:43
wrought-iron-prop-set-material	Wrought iron (prop/set material)	1	1	no	pages/Dictionary — W.md:44
wtf-cut-jarring-edit	WTF cut (jarring edit)	1	1	no	pages/Dictionary — W.md:45
wysiwyg-software-interface	WYSIWYG (software interface)	1	1	no	pages/Dictionary — W.md:46
x-key-keyboard-shortcut-editing-animation-software	X key (keyboard shortcut, editing/animation software)	1	1	no	pages/Dictionary — X.md:18
x-acto-knife-prop-set-tool	X-acto knife (prop/set tool)	1	1	no	pages/Dictionary — X.md:1
x-axis-camera-animation-movement	X-axis (camera/animation movement)	1	1	no	pages/Dictionary — X.md:2
x-axis-lock-rig-control	X-axis lock (rig control)	1	1	no	pages/Dictionary — X.md:22
x-cam-secondary-witness-camera	X-cam (secondary witness camera)	1	1	no	pages/Dictionary — X.md:25
x-dolly-multi-axis-camera-dolly	X-dolly (multi-axis camera dolly)	1	1	no	pages/Dictionary — X.md:16
x-frame-cross-brace-in-set-rigging	X-frame (cross brace in set rigging)	1	1	no	pages/Dictionary — X.md:23
x-gate-camera-aperture-element	X-gate (camera aperture element)	1	1	no	pages/Dictionary — X.md:15
x-hatch-crosshatching-for-shading	X-hatch (crosshatching for shading)	1	1	no	pages/Dictionary — X.md:17
x-lens-experimental-optical-element	X-lens (experimental optical element)	1	1	no	pages/Dictionary — X.md:28
x-model-experimental-maquette	X-model (experimental maquette)	1	1	no	pages/Dictionary — X.md:24
x-overs-crossover-edit-montage	X-overs (crossover edit/montage)	1	1	no	pages/Dictionary — X.md:26
x-pose-neutral-puppet-rig-pose	X-pose (neutral puppet/rig pose)	1	1	no	pages/Dictionary — X.md:21
x-position-coordinate-system-term	X-position (coordinate system term)	1	1	no	pages/Dictionary — X.md:29
x-ray-effect-visual-gimmick	X-ray effect (visual gimmick)	1	1	no	pages/Dictionary — X.md:8
x-ray-film-archival-material	X-ray film (archival material)	1	1	no	pages/Dictionary — X.md:9
x-ray-lighting-backlit-silhouette	X-ray lighting (backlit silhouette)	1	1	no	pages/Dictionary — X.md:10
x-render-experimental-render-pass	X-render (experimental render pass)	1	1	no	pages/Dictionary — X.md:30
x-sheet	X-sheet	1	1	no	pages/Dope Sheet (Exposure Sheet, X-Sheet).md:5
x-sheet-exposure-sheet-in-animation	X-sheet (exposure sheet in animation)	1	1	no	pages/Dictionary — X.md:3
x-sheet-timing-stop-motion-planning	X-sheet timing (stop-motion planning)	1	1	no	pages/Dictionary — X.md:19
x-shot-placeholder-framing-in-storyboards	X-shot (placeholder framing in storyboards)	1	1	no	pages/Dictionary — X.md:20
x-synchronization-flash-sync	X-synchronization (flash sync)	1	1	no	pages/Dictionary — X.md:11
x-title-placeholder-title-card	X-title (placeholder title card)	1	1	no	pages/Dictionary — X.md:31
xenography-experimental-animation	Xenography (experimental animation)	1	1	no	pages/Dictionary — X.md:12
xenolith-texture-inspiration-design-reference	Xenolith (texture inspiration, design reference)	1	1	no	pages/Dictionary — X.md:27
xenon-lamp-projection-lighting	Xenon lamp (projection/lighting)	1	1	no	pages/Dictionary — X.md:4
xenon-strobe-special-effect	Xenon strobe (special effect)	1	1	no	pages/Dictionary — X.md:5
xerography-2d-animation-reproduction	Xerography (2D animation reproduction)	1	1	no	pages/Dictionary — X.md:13
xeroxed-storyboard-pre-digital-workflow	Xeroxed storyboard (pre-digital workflow)	1	1	no	pages/Dictionary — X.md:14
xlr-adapter-sound-gear	XLR adapter (sound gear)	1	1	no	pages/Dictionary — X.md:7
xlr-cable	XLR cable	1	1	no	pages/Phantom power (microphones).md:12
xlr-cable-audio-connection	XLR cable (audio connection)	1	1	no	pages/Dictionary — X.md:6
y-axis-camera-animation-movement	Y-axis (camera/animation movement)	1	1	no	pages/Dictionary — Y.md:1
y-axis-lock-rig-control	Y-axis lock (rig control)	1	1	no	pages/Dictionary — Y.md:24
y-axis-rotation-camera-movement	Y-axis rotation (camera movement)	1	1	no	pages/Dictionary — Y.md:25
y-axis-translation-movement-in-3d-2d	Y-axis translation (movement in 3D/2D)	1	1	no	pages/Dictionary — Y.md:50
y-balance-color-correction-axis	Y-balance (color correction axis)	1	1	no	pages/Dictionary — Y.md:4
y-balance-correction-grading-term	Y-balance correction (grading term)	1	1	no	pages/Dictionary — Y.md:44
y-cable-sound-connection	Y-cable (sound connection)	1	1	no	pages/Dictionary — Y.md:3
y-channel-luminance-in-yuv	Y-channel (luminance in YUV)	1	1	no	pages/Dictionary — Y.md:5
y-connector-power-or-cable-split	Y-connector (power or cable split)	1	1	no	pages/Dictionary — Y.md:34
y-curve-exposure-response	Y-curve (exposure response)	1	1	no	pages/Dictionary — Y.md:48
y-cut-editing-scene-interruption	Y-cut (editing, scene interruption)	1	1	no	pages/Dictionary — Y.md:33
y-shaped-rig-puppet-support	Y-shaped rig (puppet support)	1	1	no	pages/Dictionary — Y.md:49
y-splitter-audio-video-cable	Y-splitter (audio/video cable)	1	1	no	pages/Dictionary — Y.md:2
yard-grid-scale-planning-for-large-sets	Yard grid (scale planning for large sets)	1	1	no	pages/Dictionary — Y.md:45
yard-sale-aesthetic-set-dressing	Yard sale aesthetic (set dressing)	1	1	no	pages/Dictionary — Y.md:43
yardage-fabric-for-costumes-sets	Yardage (fabric for costumes/sets)	1	1	no	pages/Dictionary — Y.md:22
yardstick-scale-measurement-tool	Yardstick (scale/measurement tool)	1	1	no	pages/Dictionary — Y.md:28
yarn-puppet-hair-prop-material	Yarn (puppet hair/prop material)	1	1	no	pages/Dictionary — Y.md:20
yarn-armature-wrap-stop-motion-technique	Yarn armature wrap (stop-motion technique)	1	1	no	pages/Dictionary — Y.md:21
yarn-puppet-craft-animation	Yarn puppet (craft animation)	1	1	no	pages/Dictionary — Y.md:26
yarn-stop-motion-test	Yarn stop-motion test	1	1	no	pages/Dictionary — Y.md:47
yarn-test-lighting-focus-reference	Yarn test (lighting/focus reference)	1	1	no	pages/Dictionary — Y.md:23
yarnboard-storyboard-pinned-with-yarn	Yarnboard (storyboard pinned with yarn)	1	1	no	pages/Dictionary — Y.md:27
yaw-camera-rotation	Yaw (camera rotation)	1	1	no	pages/Dictionary — Y.md:30
yaw-axis-gimbal	Yaw axis (gimbal)	1	1	no	pages/Dictionary — Y.md:31
yaw-lock-stabilization	Yaw lock (stabilization)	1	1	no	pages/Dictionary — Y.md:32
ycbcr-digital-video-color-encoding	YCbCr (digital video color encoding)	1	1	no	pages/Dictionary — Y.md:7
year-slate-archival-labeling	Year slate (archival labeling)	1	1	no	pages/Dictionary — Y.md:35
year-end-reel-portfolio-summary	Year-end reel (portfolio summary)	1	1	no	pages/Dictionary — Y.md:36
yelling-track-adr-voice-performance	Yelling track (ADR/voice performance)	1	1	no	pages/Dictionary — Y.md:37
yellow-card-prop-costume-color-note	Yellow card (prop/costume color note)	1	1	no	pages/Dictionary — Y.md:11
yellow-filter-b-w-photography	Yellow filter (B&W photography)	1	1	no	pages/Dictionary — Y.md:9
yellow-light-warm-color-temperature	Yellow light (warm color temperature)	1	1	no	pages/Dictionary — Y.md:12
yellow-screen-legacy-compositing	Yellow screen (legacy compositing)	1	1	no	pages/Dictionary — Y.md:10
yellowing-aging-of-film-stock-props	Yellowing (aging of film stock/props)	1	1	no	pages/Dictionary — Y.md:38
yield-production-scheduling-term	Yield (production scheduling term)	1	1	no	pages/Dictionary — Y.md:13
yield-curve-post-schedule-production-efficiency	Yield curve (post schedule/production efficiency)	1	1	no	pages/Dictionary — Y.md:29
yield-sign-prop-set-dressing	Yield sign prop (set dressing)	1	1	no	pages/Dictionary — Y.md:46
yiq-analog-video-encoding	YIQ (analog video encoding)	1	1	no	pages/Dictionary — Y.md:8
yoke-lighting-mount	Yoke (lighting mount)	1	1	no	pages/Dictionary — Y.md:14
yoke-mount-lamp-hardware	Yoke mount (lamp hardware)	1	1	no	pages/Dictionary — Y.md:39
yolk-effect-center-weighted-light	Yolk effect (center-weighted light)	1	1	no	pages/Dictionary — Y.md:15
young-audience-target-demographic	Young audience (target demographic)	1	1	no	pages/Dictionary — Y.md:40
young-s-modulus-armature-wire-property	Young’s modulus (armature wire property)	1	1	no	pages/Dictionary — Y.md:16
youth-culture-media-theme	Youth culture (media theme)	1	1	no	pages/Dictionary — Y.md:41
youtube-distribution-platform	YouTube (distribution platform)	1	1	no	pages/Dictionary — Y.md:17
youtube-algorithm-audience-reach	YouTube algorithm (audience reach)	1	1	no	pages/Dictionary — Y.md:19
youtube-shorts-vertical-content	YouTube Shorts (vertical content)	1	1	no	pages/Dictionary — Y.md:18
ytterbium-lamp-special-lighting	Ytterbium lamp (special lighting)	1	1	no	pages/Dictionary — Y.md:42
yuv-color-space	YUV color space	1	1	no	pages/Dictionary — Y.md:6
z-axis-camera-animation-movement	Z-axis (camera/animation movement)	1	1	no	pages/Dictionary — Z.md:1
z-axis-lock-rig-control	Z-axis lock (rig control)	1	1	no	pages/Dictionary — Z.md:2
z-axis-rig-stop-motion-camera-move	Z-axis rig (stop-motion camera move)	1	1	no	pages/Dictionary — Z.md:46
z-axis-rotation-3d-rotation	Z-axis rotation (3D rotation)	1	1	no	pages/Dictionary — Z.md:45
z-axis-translation-3d-movement	Z-axis translation (3D movement)	1	1	no	pages/Dictionary — Z.md:44
z-buffer-3d-rendering	Z-buffer (3D rendering)	1	1	no	pages/Dictionary — Z.md:3
z-cam-witness-camera-secondary-view	Z-cam (witness camera/secondary view)	1	1	no	pages/Dictionary — Z.md:14
z-depth-render-pass	Z-depth (render pass)	1	1	no	pages/Dictionary — Z.md:4
z-fighting-3d-artifact	Z-fighting (3D artifact)	1	1	no	pages/Dictionary — Z.md:5
z-key-keyboard-shortcut	Z-key (keyboard shortcut)	1	1	no	pages/Dictionary — Z.md:6
z-lens-experimental-optical-element	Z-lens (experimental optical element)	1	1	no	pages/Dictionary — Z.md:7
z-level-layer-depth-in-2d-3d	Z-level (layer depth in 2D/3D)	1	1	no	pages/Dictionary — Z.md:50
z-plane-compositing-depth	Z-plane (compositing depth)	1	1	no	pages/Dictionary — Z.md:8
z-roll-camera-rotation	Z-roll (camera rotation)	1	1	no	pages/Dictionary — Z.md:9
z-scale-miniature-measurement	Z-scale (miniature measurement)	1	1	no	pages/Dictionary — Z.md:10
z-space-after-effects-3d-workspace	Z-space (After Effects 3D workspace)	1	1	no	pages/Dictionary — Z.md:11
z-stack-focus-stacking-photography	Z-stack (focus stacking photography)	1	1	no	pages/Dictionary — Z.md:12
z-stop-lens-marking	Z-stop (lens marking)	1	1	no	pages/Dictionary — Z.md:13
zebra-stripes-exposure-monitoring	Zebra stripes (exposure monitoring)	1	1	no	pages/Dictionary — Z.md:15
zebrascope-exposure-monitor	Zebrascope (exposure monitor)	1	1	no	pages/Dictionary — Z.md:47
zenith-shot-camera-overhead	Zenith shot (camera overhead)	1	1	no	pages/Dictionary — Z.md:16
zeno-s-paradox-motion-theory-metaphor	Zeno’s paradox (motion theory metaphor)	1	1	no	pages/Dictionary — Z.md:48
zero-parallax-stereo-3d-camera-alignment	Zero parallax (stereo/3D camera alignment)	1	1	no	pages/Dictionary — Z.md:18
zero-point-calibration	Zero point (calibration)	1	1	no	pages/Dictionary — Z.md:17
zero-stop-mechanical-lens-limit	Zero stop (mechanical lens limit)	1	1	no	pages/Dictionary — Z.md:19
zeroing-out-rig-setup-reset	Zeroing out (rig setup reset)	1	1	no	pages/Dictionary — Z.md:20
zinc-oxide-screen-practical-fx	Zinc oxide screen (practical FX)	1	1	no	pages/Dictionary — Z.md:21
zip-pan-fast-camera-pan	Zip pan (fast camera pan)	1	1	no	pages/Dictionary — Z.md:22
zip-tone-screen-shading-effect	Zip tone (screen shading effect)	1	1	no	pages/Dictionary — Z.md:23
zip-zap-cut-jarring-edit	Zip zap cut (jarring edit)	1	1	no	pages/Dictionary — Z.md:24
zipline-rig-camera-move-system	Zipline rig (camera move system)	1	1	no	pages/Dictionary — Z.md:25
zone-system-exposure-method	Zone system (exposure method)	1	1	no	pages/Dictionary — Z.md:41
zoom-blur-vfx	Zoom blur (VFX)	1	1	no	pages/Dictionary — Z.md:27
zoom-creep-lens-drift	Zoom creep (lens drift)	1	1	no	pages/Dictionary — Z.md:39
zoom-in	Zoom in	1	1	no	pages/Dictionary — Z.md:36
zoom-motor-remote-lens-control	Zoom motor (remote lens control)	1	1	no	pages/Dictionary — Z.md:38
zoom-out	Zoom out	1	1	no	pages/Dictionary — Z.md:37
zoom-pull-dolly-zoom-vertigo-effect	Zoom pull (dolly zoom/Vertigo effect)	1	1	no	pages/Dictionary — Z.md:30
zoom-range	Zoom range	1	1	no	pages/Dictionary — Z.md:33
zoom-ratio	Zoom ratio	1	1	no	pages/Dictionary — Z.md:31
zoom-ring	Zoom ring	1	1	no	pages/Dictionary — Z.md:32
zoom-shot	Zoom shot	1	1	no	pages/Dictionary — Z.md:29
zoom-stop	Zoom stop	1	1	no	pages/Dictionary — Z.md:34
zoom-tracking-live-composite	Zoom tracking (live composite)	1	1	no	pages/Dictionary — Z.md:35
zoom-transition-editing-effect	Zoom transition (editing effect)	1	1	no	pages/Dictionary — Z.md:40
zoomorphic-design-creature-style	Zoomorphic design (creature style)	1	1	no	pages/Dictionary — Z.md:49
zoptic-front-projection-system	Zoptic (front projection system)	1	1	no	pages/Dictionary — Z.md:42
zorki-camera-historical-model	Zorki camera (historical model)	1	1	no	pages/Dictionary — Z.md:43
