candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
model-sheets	model sheets	MERGE/DUPLICATE	medium	1	no	1	Model sheet (animation reference)	0.96	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/On-model (character consistency).md:6
nodal-points	Nodal Points	MERGE/DUPLICATE	medium	1	no	1	Nodal point (lens)	0.96	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
nonlinear-editing	Nonlinear Editing	MERGE/DUPLICATE	medium	1	no	1	Non-linear editing (NLE)	0.97	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/Linear editing.md:11
nonlinear-editing-nle	Nonlinear Editing (NLE)	MERGE/DUPLICATE	medium	1	no	1	Non-linear editing (NLE)	0.97	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/Jog shuttle.md:11
tracking-markers	Tracking Markers	MERGE/DUPLICATE	medium	1	no	1	Tracking marker	0.97	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/Machine vision (VFX ___ capture).md:12
turnarounds	turnarounds	MERGE/DUPLICATE	medium	1	no	1	Turnaround	0.95	Very close lexical match to an existing page; review spelling and parenthetical scope.	pages/On-model (character consistency).md:6
multipass	Multipass	NEW TERM	medium	179	no	166	Metamerism (Color Science)	0.42	Repeated in the graph and not close to an existing page.	pages/Chromakey (Chroma Key).md:6; pages/Clean Plate.md:5; pages/Clean Plate.md:6; pages/Cloud Rendering.md:6; pages/Color Grading.md:5
lighting	Lighting	NEW TERM	medium	108	no	107	Light Spill	0.63	Repeated in the graph and not close to an existing page.	pages/Additive Color.md:7; pages/Aerial Perspective.md:6; pages/Atmosphere.md:10; pages/Backscatter (Lighting Effect).md:6; pages/Balance (White Balance).md:6
stop-motion	Stop-motion	NEW TERM	medium	108	no	108	Slow motion	0.82	Repeated in the graph and not close to an existing page.	pages/Animator.md:6; pages/Brick Film (Lego Animation).md:6; pages/Cel Animation.md:6; pages/Go Motion.md:9; pages/Hand Crank Camera.md:7
stop-motion-workflow	Stop-motion workflow	NEW TERM	medium	87	no	87	Silhouette animation	0.40	Repeated in the graph and not close to an existing page.	pages/Playback monitor.md:13; pages/Pop (exposure or audio spike).md:13; pages/Pre-production.md:13; pages/Quad rig (multi-cam mount).md:7; pages/Quad split (monitoring).md:13
miniature-photography	Miniature photography	NEW TERM	medium	76	no	76	Material Library (3D / VFX)	0.38	Repeated in the graph and not close to an existing page.	logseq/.recycle/pages_Rackover (lens alignment).md:7; pages/Quirky lens (toy lens aesthetic).md:7; pages/Quotidian imagery (everyday objects in animation).md:7; pages/rackover.md:7; pages/Rag (lighting diffusion).md:7
rigging	Rigging	NEW TERM	medium	53	no	52	Rendering	0.50	Repeated in the graph and not close to an existing page.	pages/Apple Box.md:6; pages/Armature.md:6; pages/Arrangement Drawing.md:6; pages/Articulation.md:6; pages/Boom Arm.md:9
vfx	VFX	NEW TERM	medium	29	no	29	Value	0.25	Repeated in the graph and not close to an existing page.	pages/Background Plate.md:6; pages/Open matte.md:13; pages/Optical illusion (animation___VFX).md:7; pages/Optical printer.md:5; pages/Orthographic view (animation___3D).md:5
storyboards	Storyboards	NEW TERM	medium	27	no	22	Sharpness	0.40	Repeated in the graph and not close to an existing page.	pages/Color Script.md:6; pages/Color Script.md:11; pages/Coverage (Film Coverage).md:5; pages/Coverage (Film Coverage).md:6; pages/Design Bible.md:6
lens-calibration	Lens Calibration	NEW TERM	medium	26	no	19	Lens Breathing	0.73	Repeated in the graph and not close to an existing page.	pages/Conversion Lens.md:12; pages/Distortion (Lens).md:6; pages/Effective Focal Length (EFL).md:5; pages/Effective Focal Length (EFL).md:6; pages/Embedded Metadata (EXIF, IPTC).md:5
puppet-fabrication	Puppet Fabrication	NEW TERM	medium	26	no	26	Path animation (CGI)	0.62	Repeated in the graph and not close to an existing page.	pages/Epoxy Putty (Puppet Fabrication).md:5; pages/Full-Scale Puppet.md:7; pages/Glass Fiber Reinforced Puppet.md:7; pages/Gore-Tex Puppet Joint (Fabrication Trick).md:7; pages/Guide Puppet (Animation Planning).md:7
sound-design	Sound design	NEW TERM	medium	25	no	25	Sound sync	0.73	Repeated in the graph and not close to an existing page.	pages/Atmosphere.md:10; pages/Audiovisual.md:6; pages/Dialogue Editing.md:12; pages/Echo (Sound Effect).md:6; pages/Foley Sound.md:7
film-stock	Film stock	NEW TERM	medium	24	no	24	Film Gate (Camera Aperture)	0.63	Repeated in the graph and not close to an existing page.	pages/ASA (Film Speed).md:6; pages/Emulsion (Film Stock).md:6; pages/Exposure Latitude.md:6; pages/Film Grain (Texture or Effect).md:7; pages/Film Speed (ISO___ASA).md:7
key-light	Key light	NEW TERM	medium	24	no	23	Kick Light	0.74	Repeated in the graph and not close to an existing page.	pages/Ambient Light.md:6; pages/Backlight.md:6; pages/Bounce Light.md:6; pages/Broad Light.md:6; pages/Butterfly Lighting.md:6
pipeline	Pipeline	NEW TERM	medium	24	no	23	Pixelation (animation technique)	0.67	Repeated in the graph and not close to an existing page.	pages/ACEScg.md:12; pages/Amortization.md:6; pages/Animatic.md:6; pages/Automation.md:10; pages/Availability.md:10
multipass-shooting	Multipass Shooting	NEW TERM	medium	22	no	22	Matte Painting	0.50	Repeated in the graph and not close to an existing page.	pages/Keyer (chroma key tool).md:11; pages/Layer (compositing).md:11; pages/Layered set (stop-motion staging).md:12; pages/Lens breathing.md:11; pages/Level (tripod___rig tool).md:12
framing	Framing	NEW TERM	medium	21	no	20	Frame Line	0.71	Repeated in the graph and not close to an existing page.	pages/Aspect Ratio.md:6; pages/Bust Shot.md:6; pages/Center of Interest.md:6; pages/Close-Up.md:6; pages/Composition (Visual Framing).md:6
camera-alignment	Camera alignment	NEW TERM	medium	19	no	18	Camera Shake	0.64	Repeated in the graph and not close to an existing page.	pages/Outtake.md:14; pages/Overhang (set building).md:5; pages/Perspective grid.md:13; pages/Quick frame (single test frame).md:7; pages/Rack focus.md:5
playback	Playback	NEW TERM	medium	19	no	19	Pan bar (tripod control)	0.53	Repeated in the graph and not close to an existing page.	pages/Clip (Film Clip).md:6; pages/Compression (Video Compression).md:6; pages/Dailies.md:6; pages/Dead Frame.md:6; pages/Double-Frame (On Twos).md:6
camera	Camera	NEW TERM	medium	18	no	18	Coverage (Film Coverage)	0.57	Repeated in the graph and not close to an existing page.	pages/Animation Camera.md:6; pages/Conversion Lens.md:6; pages/Deep Focus.md:6; pages/Dictionary Term Template.md:9; pages/Lens cap.md:11
set-design	Set design	NEW TERM	medium	18	no	18	Set dressing	0.82	Repeated in the graph and not close to an existing page.	pages/Arrangement Drawing.md:6; pages/Assemblage.md:6; pages/Backlot Set.md:6; pages/Bigature.md:6; pages/Cyclorama (Cyc).md:6
stop-motion-cinematography	Stop-motion cinematography	NEW TERM	medium	18	no	18	Silhouette animation	0.35	Repeated in the graph and not close to an existing page.	pages/Piggyback rig (camera mounting).md:13; pages/Point of view shot (POV).md:13; pages/Q-beam (lighting term).md:13; pages/Quadcopter (drone cinematography).md:7; pages/Quadratic falloff (light physics).md:13
performance	Performance	NEW TERM	medium	17	no	15	Peel-off matte (compositing)	0.48	Repeated in the graph and not close to an existing page.	pages/Animism.md:6; pages/Business (Animation Action).md:6; pages/Character Animation.md:6; pages/Crowd Simulation.md:6; pages/Cycle (Animation Cycle).md:6
cg-integration	CG integration	NEW TERM	medium	16	no	15	Cel Animation	0.59	Repeated in the graph and not close to an existing page.	pages/Rack focus.md:5; pages/Rack focus.md:19; pages/Render farm.md:7; pages/Render pass.md:7; pages/rendering.md:7
foley	Foley	NEW TERM	medium	16	no	16	Foil (Reflector or Diffuser)	0.67	Repeated in the graph and not close to an existing page.	pages/Buzz Track (Sound).md:6; pages/Dual-System Sound.md:6; pages/Echo (Sound Effect).md:6; pages/Event Cue (Sound ___ Music).md:6; pages/Post sync (ADR).md:13
focal-length	Focal Length	NEW TERM	medium	15	no	14	Fill Light	0.55	Repeated in the graph and not close to an existing page.	pages/Conversion Lens.md:6; pages/Deep Focus.md:6; pages/Depth of Field.md:5; pages/Depth of Field.md:6; pages/Distortion (Lens).md:6
storyboarding	Storyboarding	NEW TERM	medium	15	no	15	Set dressing	0.48	Repeated in the graph and not close to an existing page.	pages/Hook (Narrative Device).md:10; pages/Iconography (Visual Symbolism).md:10; pages/Inciting Incident (Storytelling).md:10; pages/MacGuffin (storytelling term).md:11; pages/Narration.md:9
storyboard	Storyboard	NEW TERM	medium	14	no	14	Shutter	0.35	Repeated in the graph and not close to an existing page.	pages/Animatic.md:6; pages/Dope Sheet (Exposure Sheet, X-Sheet).md:6; pages/Mock-up (previsualization).md:9; pages/Notation (storyboard___score).md:10; pages/Overhead shot.md:6
matchmoving	Matchmoving	NEW TERM	medium	13	no	12	Match Move	0.76	Repeated in the graph and not close to an existing page.	pages/CGI (Computer-Generated Imagery).md:6; pages/Control Point (Tracking).md:6; pages/Conversion Lens.md:12; pages/Distortion (Lens).md:5; pages/Distortion (Lens).md:6
camera-rig	Camera Rig	NEW TERM	medium	12	no	12	Camera RAW	0.80	Repeated in the graph and not close to an existing page.	pages/Downshooter (Animation Stand).md:6; pages/Gantry (Camera Support).md:7; pages/Grip (Crew).md:7; pages/Gyro Stabilizer.md:10; pages/K-rig (camera rig shorthand).md:11
puppet	Puppet	NEW TERM	medium	11	no	11	Pop (exposure or audio spike)	0.44	Repeated in the graph and not close to an existing page.	pages/Armature.md:6; pages/Articulation.md:6; pages/Assemblage.md:6; pages/Ball-and-Socket Armature.md:6; pages/Brick Film (Lego Animation).md:6
experimental-animation	Experimental animation	NEW TERM	medium	10	no	10	Environment Light (HDRI)	0.46	Repeated in the graph and not close to an existing page.	pages/Boil (Animation Boil).md:6; pages/Boiling Line (Hand-Drawn Animation Effect).md:8; pages/Elastic Stop-Motion (Experimental Style).md:6; pages/Kinetic art (animation influence).md:11; pages/Kinetic typography.md:11
optical-printing	Optical Printing	NEW TERM	medium	10	no	9	Optical printer	0.84	Repeated in the graph and not close to an existing page.	pages/Evaporation Effect (Practical FX).md:6; pages/Fade In ___ Fade Out.md:5; pages/Fade In ___ Fade Out.md:6; pages/Lap dissolve.md:11; pages/Main title (sequence).md:9
replacement-animation	Replacement Animation	NEW TERM	medium	10	no	9	Rembrandt lighting	0.51	Repeated in the graph and not close to an existing page.	pages/Elastic Stop-Motion (Experimental Style).md:6; pages/Expression Control (Rigging___CG).md:6; pages/Expression Control (Rigging___CG).md:11; pages/Hand Puppet.md:7; pages/Head Replacement (Animation Technique).md:10
animation-principles	Animation principles	NEW TERM	medium	9	no	9	Animation Stand	0.63	Repeated in the graph and not close to an existing page.	pages/Arc.md:6; pages/Ease In ___ Ease Out (Animation Curves).md:6; pages/Haptic Feedback (Animation Controls).md:10; pages/Illusion of Life (Disney Principles).md:10; pages/In-Betweening (Tweening).md:10
lensmap	LENSMap	NEW TERM	medium	9	no	6	Lens Cap	0.80	Repeated in the graph and not close to an existing page.	pages/Effective Focal Length (EFL).md:9; pages/Embedded Metadata (EXIF, IPTC).md:5; pages/Embedded Metadata (EXIF, IPTC).md:6; pages/Lens breathing.md:9; pages/Lens test chart.md:8
white-balance	White balance	NEW TERM	medium	9	no	7		0.00	Repeated in the graph and not close to an existing page.	pages/Brightness.md:6; pages/Color Balance.md:6; pages/Color Balance.md:11; pages/Color Grading.md:6; pages/Color Model (RGB, CMYK, YUV).md:10
persistence-of-vision	Persistence of vision	NEW TERM	medium	8	no	8	Point of view shot (POV)	0.56	Repeated in the graph and not close to an existing page.	pages/Afterimage.md:6; pages/Eadweard Muybridge (Historical Reference).md:6; pages/Flip Book Animation.md:7; pages/Frame rate.md:7; pages/Frame.md:7
practical-fx	Practical FX	NEW TERM	medium	8	no	8	Partial model (miniature set)	0.56	Repeated in the graph and not close to an existing page.	pages/Heliodon (Sunlight Simulator).md:7; pages/Helium Balloon Light.md:7; pages/High-Speed Photography.md:10; pages/Homemade Rig (DIY Support).md:9; pages/Hyperspace Wipe (Transition Effect).md:10
blender	Blender	NEW TERM	medium	7	no	7	Barndoors (Spill Control)	0.50	Repeated in the graph and not close to an existing page.	pages/Java-based render manager.md:11; pages/Mock-up (previsualization).md:7; pages/Orientation (camera alignment).md:14; pages/Orthographic view (animation___3D).md:9; pages/Output gamma.md:9
camera-angle	Camera Angle	NEW TERM	medium	7	no	7	Camera Shake	0.75	Repeated in the graph and not close to an existing page.	pages/Eyelevel Shot.md:7; pages/False Perspective (Forced Perspective).md:11; pages/Nylon wire (puppet rigging).md:7; pages/Oblique angle (camera).md:9; pages/Perspective (drawing___camera).md:13
props	Props	NEW TERM	medium	7	no	7	Pop (exposure or audio spike)	0.75	Repeated in the graph and not close to an existing page.	pages/Design Bible.md:6; pages/Dresser (Set Dresser).md:6; pages/Dry Brush (Texture Effect).md:6; pages/Epoxy Putty (Puppet Fabrication).md:6; pages/Greensperson (Set Dressing Crew).md:7
video-assist	Video Assist	NEW TERM	medium	7	no	7	Vanishing point	0.37	Repeated in the graph and not close to an existing page.	pages/Horizontal Hold (Video Sync).md:11; pages/JVC (brand).md:11; pages/JVC GY-HD100 (example camera).md:11; pages/JVS connector.md:11; pages/LCD monitor.md:11
workflow	Workflow	NEW TERM	medium	7	yes	7		0.00	Repeated in the graph and not close to an existing page.	pages/Availability.md:10; pages/Behind the Scenes.md:6; pages/Bin (Editing).md:6; pages/Import (Data___Asset).md:11; pages/Iteration (Creative Process).md:11
camera-calibration	Camera Calibration	NEW TERM	medium	6	no	5	Character Animation	0.59	Repeated in the graph and not close to an existing page.	pages/Geometric Distortion (Lens).md:10; pages/Key stop (aperture marking).md:11; pages/L-mount (Leica___Panasonic lens mount).md:11; pages/Large format camera.md:11; pages/Large format camera.md:41
flag-lighting	Flag (Lighting)	NEW TERM	medium	6	no	6	Foil (Reflector or Diffuser)	0.50	Repeated in the graph and not close to an existing page.	pages/Gobo (Go-Between Object).md:9; pages/Grid (Lighting Accessory).md:7; pages/Light spill.md:11; pages/Lighting stand.md:11; pages/Negative fill (lighting control).md:9
key-pose	Key pose	NEW TERM	medium	6	no	5	Key Subject (Composition)	0.63	Repeated in the graph and not close to an existing page.	pages/Blocking (Animation).md:10; pages/Blocking Pass (Rough Animation Pass).md:6; pages/Breakdown Drawing.md:6; pages/Flip Book Animation.md:5; pages/Flip Book Animation.md:7
lens-distortion	Lens Distortion	NEW TERM	medium	6	no	6	Lens Test Chart	0.60	Repeated in the graph and not close to an existing page.	pages/Kit lens.md:11; pages/Lens adapter.md:11; pages/Lens test chart.md:12; pages/lens.md:12; pages/Quirky lens (toy lens aesthetic).md:7
mood	Mood	NEW TERM	medium	6	no	6	MoCap (motion capture)	0.44	Repeated in the graph and not close to an existing page.	pages/Atmosphere.md:10; pages/Chiaroscuro.md:6; pages/Color Script.md:6; pages/Convention (Genre Convention).md:6; pages/Dapple Lighting.md:6
